སྤྱི་	B_NN
ལོ	E_NN
2017	S_NN
ལོ་	B_NN
ཟླ	E_NN
1	S_NN
ཚེས	S_NN
1	S_NN
གཟའ་	B_NN
ཉི་	M_NN
མ	E_NN
།	S_NN
བོད	S_ns
མེ་	B_NN
སྤྲེལ་	M_NN
ལོ	E_NN
ཟླ	S_NN
༡༡	S_NN
ཚེས	S_NN
༣	S_NN
དེ་	B_NN
རིང	E_NN
པར་	B_NN
ངོས	E_NN
4	S_NN
འདོན	S_NN
ཐེངས	S_NN
2568	S_NN
ཞིས་	B_NN
ཅིན་	M_NN
ཕིང	E_NN
གིས	S_gx
ཀྲུང་	B_NN
དབྱང	E_NN
གི	S_gz
ཕྱོགས	S_NN
ཡོངས	S_NN
ནས	S_gj
སྒྱུར་	B_NN
བཅོས	E_NN
གཏིང་	B_NN
ཟབ	E_NN
ཏུ	S_gl
གཏོང་	B_NN
བ	E_NN
འི	S_gz
འགོ་	B_NN
ཁྲིད	E_NN
ཚོགས་	B_NN
ཆུང	E_NN
གི	S_gz
ཚོགས་	B_NN
འདུ	E_NN
ཐེངས	S_NN
སོ་	B_NN
གཅིག་	M_NN
པ	E_NN
གཙོ་	B_NN
སྐྱོང	E_NN
གནང་	B_NN
བ	E_NN
།	S_NN
ཤིན་	B_NN
ཧྭ་	M_NN
གསར་	M_NN
འགྱུར་	M_NN
ཁང	E_NN
པེ་	B_ns
ཅིང	E_ns
ནས	S_gj
ཟླ	S_NN
12	S_NN
ཚེས	S_NN
30	S_NN
ཉིན	S_NN
གློག་	B_NN
འཕྲིན	E_NN
འབྱོར	S_NN
གསལ	S_NN
།	S_NN
ཀྲུང་	B_NN
གུང་	M_NN
ཀྲུང་	M_NN
དབྱང	E_NN
གི	S_gz
སྤྱི་	B_NN
ཁྱབ་	M_NN
ཧྲུའུ་	M_NN
ཅི	E_NN
དང	S_NN
།	S_NN
རྒྱལ་	B_NN
ཁབ	E_NN
ཀྱི	S_gz
ཀྲུའུ་	B_NN
ཞི	E_NN
།	S_NN
ཀྲུང་	B_NN
དབྱང་	M_NN
དམག་	M_NN
ཨུད	E_NN
ཀྱི	S_gz
ཀྲུའུ་	B_NN
ཞི	E_NN
།	S_NN
ཀྲུང་	B_NN
དབྱང	E_NN
གི	S_gz
ཕྱོགས་	B_NN
ཡོངས	E_NN
ནས	S_gj
སྒྱུར་	B_NN
བཅོས	E_NN
གཏིང་	B_NN
ཟབ	E_NN
ཏུ	S_gl
གཏོང་	B_NN
བ	E_NN
འི	S_gz
འགོ་	B_NN
ཁྲིད	E_NN
ཚོགས་	B_NN
ཆུང	E_NN
གི	S_gz
ཙུའུ་	B_NN
ཀྲང	E_NN
བཅས	S_NN
ཡིན་	B_NN
པ	E_NN
འི	S_gz
ཞིས་	B_NN
ཅིན་	M_NN
ཕིང	E_NN
གིས	S_gx
2016ལོ	S_NN
འི	S_gz
ཟླ	S_NN
12	S_NN
ཚེས	S_NN
30	S_NN
ཉིན	S_NN
གྱི	S_gz
ཕྱི་	B_NN
དྲོ	E_NN
ཀྲུང་	B_NN
དབྱང	E_NN
གི	S_gz
ཕྱོགས་	B_NN
ཡོངས	E_NN
ནས	S_gj
སྒྱུར་	B_NN
བཅོས	E_NN
གཏིང་	B_NN
ཟབ	E_NN
ཏུ	S_gl
གཏོང་	B_NN
བ	E_NN
འི	S_gz
འགོ་	B_NN
ཁྲིད	E_NN
ཚོགས་	B_NN
ཆུང	E_NN
གི	S_gz
ཚོགས་	B_NN
འདུ	E_NN
ཐེངས	S_NN
སོ་	B_NN
གཅིག་	M_NN
པ	E_NN
གཙོ་	B_NN
སྐྱོང	E_NN
གནང	S_NN
ནས	S_gj
།	S_NN
གསུང་	B_NN
བཤད	E_NN
གལ་	B_NN
ཆེན	E_NN
གནང་	B_NN
བ	E_NN
རེད	S_NN
།	S_NN
ཁོང	S_NN
གིས	S_gx
ལོ	S_NN
གསུམ	S_NN
ལྷག་	B_NN
ཙམ	E_NN
འབད་	B_NN
བརྩོན	E_NN
བྱས་	B_NN
པ	E_NN
བརྒྱུད	S_NN
།	S_NN
མཚོན་	B_NN
རྟགས	E_NN
རང་	B_NN
བཞིན	E_NN
དང	S_NN
འགག་	B_NN
རྩ	E_NN
འི	S_gz
རང་	B_NN
བཞིན	E_NN
གྱི	S_gz
སྒྱུར་	B_NN
བཅོས	E_NN
ཆེན་	B_NN
པོ	E_NN
འི	S_gz
ཇུས་	B_NN
གཞི	E_NN
ཁག་	B_NN
གཅིག	E_NN
བཏོན་	B_NN
པ	E_NN
དང	S_NN
ལག་	B_NN
བསྟར	E_NN
བྱས་	B_NN
པ	E_NN
དང	S_NN
།	S_NN
ཁྱབ་	B_NN
ཁོངས	E_NN
གལ་	B_NN
ཆེན	E_NN
དང	S_NN
འགག་	B_NN
རྩ	E_NN
འི	S_gz
ལྷུ་	B_NN
ཚིགས	E_NN
ཀྱི	S_gz
སྒྱུར་	B_NN
བཅོས	E_NN
བྱ་	B_NN
ཐབས	E_NN
ཁག་	B_NN
གཅིག	E_NN
ལ	S_gl
ཚད་	B_NN
བརྒལ	E_NN
གལ་	B_NN
ཆེན	E_NN
བྱུང་	B_NN
བ	E_NN
།	S_NN
རིགས་	B_NN
པའི་	M_NN
གཞུང་	M_NN
ལུགས	E_NN
གསར་	B_NN
གཏོད	E_NN
དང	S_NN
།	S_NN
ལམ་	B_NN
ལུགས	E_NN
གསར་	B_NN
གཏོད	E_NN
།	S_NN
ལག་	B_NN
ལེན	E_NN
དངོས	S_NN
ཀྱི	S_gz
གསར་	B_NN
གཏོད	E_NN
བཅས	S_NN
གྲུབ་	B_NN
འབྲས	E_NN
གལ་	B_NN
ཆེན	E_NN
ཁག་	B_NN
གཅིག	E_NN
འགྲུབ	S_NN
བཞིན	S_NN
ཡོད་	B_NN
པ	E_NN
ས	S_gx
།	S_NN
ཕྱོགས་	B_NN
ཡོངས	E_NN
ནས	S_gj
སྒྱུར་	B_NN
བཅོས	E_NN
གཏིང་	B_NN
ཟབ	E_NN
ཏུ	S_gl
གཏོང་	B_NN
བ	E_NN
འི	S_gz
སྒྲོམ་	B_NN
གཞི	E_NN
གཙོ་	B_NN
བོ	E_NN
གཞི་	B_NN
རྩ	E_NN
འི	S_gz
ཆ	S_NN
ནས	S_gj
ཆགས	S_NN
ཡོད	S_NN
།	S_NN
2017ལོ	S_NN
ནི	S_NN
ཕྱོགས་	B_NN
ཡོངས	E_NN
ནས	S_gj
སྒྱུར་	B_NN
བཅོས	E_NN
གཏིང་	B_NN
ཟབ	E_NN
ཕྱོགས	S_NN
སུ	S_gl
སྐུལ་	B_NN
འདེད	E_NN
གཏོང་	B_NN
བ	E_NN
འི	S_gz
འགག་	B_NN
རྩ	E_NN
འི	S_gz
ལོ	S_NN
ཞིག	S_NN
ཡིན་	B_NN
པ	E_NN
ས	S_gx
།	S_NN
ཕྱོགས་	B_NN
ཁག	E_NN
གི	S_gz
སྒྱུར་	B_NN
བཅོས	E_NN
ལས་	B_NN
དོན	E_NN
ལ	S_gl
སྤྱི་	B_NN
འདོམས	E_NN
མཐུན་	B_NN
སྦྱོར	E_NN
བྱེད་	B_NN
པ	E_NN
དང	S_NN
།	S_NN
སྒྱུར་	B_NN
བཅོས	E_NN
ཀྱི	S_gz
གཏིང་	B_NN
ཤུགས་	M_NN
ཆེ	E_NN
རུ	S_gl
གཏོང་	B_NN
བ	E_NN
།	S_NN
སྒྱུར་	B_NN
བཅོས	E_NN
ལ	S_gl
གཞོགས་	B_NN
འདེགས	E_NN
བྱེད་	B_NN
ཤུགས་	M_NN
ཆེ	E_NN
རུ	S_gl
གཏོང་	B_NN
བ	E_NN
།	S_NN
དོན་	B_NN
འཁྱོལ	E_NN
ལ	S_gl
དམ་	B_NN
འཛིན	E_NN
བྱེད་	B_NN
པ	E_NN
འི	S_gz
ལས་	B_NN
ཀ	E_NN
འི	S_gz
ལམ་	B_NN
སྲོལ	E_NN
དང	S_NN
བྱ་	B_NN
ཐབས	E_NN
འཐུས་	B_NN
སྒོ	E_NN
ཚང	S_NN
དུ	S_gl
གཏོང་	B_NN
བ	E_NN
བཅས	S_NN
བྱས	S_NN
ཐོག	S_NN
འགན་	B_NN
འཁྲི	E_NN
དོན་	B_NN
འཁྱོལ	E_NN
ནན་	B_NN
པོ	E_NN
དང	S_NN
།	S_NN
བླང་	B_NN
བྱ	E_NN
གནད	S_NN
ལ	S_gl
འཕིགས་	B_NN
པ	E_NN
།	S_NN
དཔྱད་	B_NN
ཞིབ	E_NN
དམ་	B_NN
འཛིན	E_NN
ཏན་	B_NN
ཏིག	E_NN
བཅས	S_NN
བྱས	S_NN
ནས	S_gj
སྒྱུར་	B_NN
བཅོས	E_NN
ཀྱི	S_gz
ཕན་	B_NN
འབྲས	E_NN
ཐོན	S_NN
རྒྱུ	S_NN
ར	S_gl
སྐུལ་	B_NN
འདེད	E_NN
གཏོང	S_NN
དགོས	S_NN
ཞེས	S_NN
ནན་	B_NN
བཤད	E_NN
གནང་	B_NN
བ	E_NN
རེད	S_NN
།	S_NN
ཀྲུང་	B_NN
གུང་	M_NN
ཀྲུང་	M_NN
དབྱང	E_NN
ཆབ་	B_NN
སྲིད་	M_NN
ཅུས	E_NN
ཀྱི	S_gz
རྒྱུན་	B_NN
ཨུ	E_NN
།	S_NN
ཀྲུང་	B_NN
དབྱང	E_NN
གི	S_gz
ཕྱོགས་	B_NN
ཡོངས	E_NN
ནས	S_gj
སྒྱུར་	B_NN
བཅོས	E_NN
གཏིང་	B_NN
ཟབ	E_NN
ཏུ	S_gl
གཏོང་	B_NN
བ	E_NN
འི	S_gz
འགོ་	B_NN
ཁྲིད	E_NN
ཚོགས་	B_NN
ཆུང	E_NN
གི	S_gz
ཙུའུ་	B_NN
ཀྲང	E_NN
གཞོན་	B_NN
པ	E_NN
ལི་	B_NN
ཁེ་	M_NN
ཆང	E_NN
དང	S_NN
།	S_NN
ལིའུ་	B_NN
ཡུན་	M_NN
ཧྲན	E_NN
།	S_NN
ཀྲང་	B_NN
ཀའོ་	M_NN
ལི	E_NN
བཅས	S_NN
ཚོགས་	B_NN
འདུ	E_NN
ར	S_gl
ཞུགས	S_NN
ཡོད་	B_NN
པ	E_NN
རེད	S_NN
།	S_NN
ཚོགས་	B_NN
འདུ	E_NN
འི	S_gz
ཐོག	S_NN
《	S_NN
ཀྲུང་	B_NN
དབྱང	E_NN
གི	S_gz
ཕྱོགས་	B_NN
ཡོངས	E_NN
ནས	S_gj
སྒྱུར་	B_NN
བཅོས	E_NN
གཏིང་	B_NN
ཟབ	E_NN
ཏུ	S_gl
གཏོང་	B_NN
བ	E_NN
འི	S_gz
འགོ་	B_NN
ཁྲིད	E_NN
ཚོགས་	B_NN
ཆུང	E_NN
གི	S_gz
2016ལོ	S_NN
འི	S_gz
ལས་	B_NN
ཀ	E_NN
འི	S_gz
ཕྱོགས་	B_NN
སྡོམ	E_NN
སྙན་	B_NN
ཞུ	E_NN
》	S_NN
དང	S_NN
《	S_NN
ཀྲུང་	B_NN
དབྱང	E_NN
གི	S_gz
ཕྱོགས་	B_NN
ཡོངས	E_NN
ནས	S_gj
སྒྱུར་	B_NN
བཅོས	E_NN
གཏིང་	B_NN
ཟབ	E_NN
ཏུ	S_gl
གཏོང་	B_NN
བ	E_NN
འི	S_gz
འགོ་	B_NN
ཁྲིད	E_NN
ཚོགས་	B_NN
ཆུང	E_NN
གི	S_gz
2017ལོ	S_NN
འི	S_gz
ལས་	B_NN
ཀ	E_NN
འི	S_gz
གཙོ་	B_NN
གནད	E_NN
》	S_NN
ལ	S_gl
གྲོས་	B_NN
ཞིབ	E_NN
བྱས	S_NN
ནས	S_gj
གྲོས་	B_NN
འཆམ	E_NN
བྱུང་	B_NN
བ	E_NN
རེད	S_NN
།	S_NN
ཚོགས་	B_NN
འདུ	E_NN
འི	S_gz
ཐོག	S_NN
《	S_NN
ཀྲུང་	B_ns
གོ	E_ns
འི	S_gz
ཁྱད་	B_NN
ཆོས	E_NN
ཀྱི	S_gz
མཚན་	B_NN
ཉིད་	M_NN
རིག་	M_NN
པ	E_NN
འི	S_gz
སྤྱི་	B_NN
ཚོགས་	M_NN
ཚན་	M_NN
རིག	E_NN
སྐྲུན	S_NN
མགྱོགས	S_NN
སུ	S_gl
གཏོང	S_NN
རྒྱུ	S_NN
འི	S_gz
སྐོར	S_NN
གྱི	S_gz
བསམ་	B_NN
འཆར	E_NN
》	S_NN
དང	S_NN
།	S_NN
《	S_NN
སྨན་	B_NN
རྫས	E_NN
ཐོན་	B_NN
སྐྱེད	E_NN
འཁོར་	B_NN
རྒྱུག	E_NN
བེད་	B_NN
སྤྱོད	E_NN
སྲིད་	B_NN
ཇུས	E_NN
སྔར་	B_NN
བས	E_NN
སྒྱུར་	B_NN
བཅོས	E_NN
འཐུས་	B_NN
སྒོ	E_NN
ཚང	S_NN
དུ	S_gl
གཏོང	S_NN
རྒྱུ	S_NN
འི	S_gz
སྐོར	S_NN
གྱི	S_gz
བསམ་	B_NN
འཆར	E_NN
འགའ་	B_NN
ཞིག	E_NN
》《	S_NN
སྲིད་	B_NN
འཛིན	E_NN
ཁྲིམས་	B_NN
འཛིན	E_NN
ཡོངས་	B_NN
བསྒྲགས	E_NN
ལམ་	B_NN
ལུགས	E_NN
དང	S_NN
།	S_NN
ཁྲིམས་	B_NN
འཛིན	E_NN
བརྒྱུད་	B_NN
རིམ	E_NN
ཧྲིལ་	B_NN
པོ	E_NN
ཐོ་	B_NN
བཀོད	E_NN
ལམ་	B_NN
ལུགས	E_NN
།	S_NN
ཁྲིམས་	B_NN
འཛིན	E_NN
ཐག་	B_NN
གཅོད	E_NN
གལ་	B_NN
ཆེན	E_NN
ཁྲིམས་	B_NN
ལུགས	E_NN
ཀྱིས	S_gx
ཞིབ་	B_NN
བཤེར	E_NN
བྱེད་	B_NN
པ	E_NN
འི	S_gz
ལམ་	B_NN
ལུགས	E_NN
བཅས	S_NN
ཁྱབ་	B_NN
གདལ	E_NN
ཚོད་	B_NN
ལྟ	E_NN
འི	S_gz
ལས་	B_NN
ཀ	E_NN
འི	S_gz
ཇུས་	B_NN
གཞི	E_NN
》《	S_NN
ཀྲུང་	B_NN
དབྱང	E_NN
ཁེ་	B_NN
ལས	E_NN
ལས་	B_NN
འཛིན	E_NN
ལྷན་	B_NN
ཚོགས	E_NN
ཀྱི	S_gz
འགན་	B_NN
དབང	E_NN
དོན་	B_NN
འཁྱོལ	E_NN
གྱི	S_gz
ཚོད་	B_NN
ལྟ	E_NN
འི	S_gz
ལས་	B_NN
དོན	E_NN
སྤེལ	S_NN
རྒྱུ	S_NN
འི	S_gz
སྐོར	S_NN
གྱི	S_gz
བསམ་	B_NN
འཆར	E_NN
》《	S_NN
འགྲོ་	B_NN
སོང	E_NN
གལ་	B_NN
ཆེན	E_NN
དེ	S_NN
ནོར་	B_NN
སྲིད	E_NN
ཀྱི	S_gz
གཏོང	S_NN
ཡོང	S_NN
འཕར་	B_NN
ཚད	E_NN
དམ	S_NN
ཡང་	B_NN
ན	E_NN
ཐོན་	B_NN
སྐྱེད	E_NN
བསྡོམས་	B_NN
འབོར	E_NN
དང	S_NN
ཟུང་	B_NN
འབྲེལ	E_NN
བྱེད་	B_NN
པ	E_NN
འི	S_gz
དོན་	B_NN
ཚན	E_NN
གྱི	S_gz
འབྲེལ་	B_NN
ཡོད	E_NN
གནད་	B_NN
དོན	E_NN
གཙང་	B_NN
བཤེར	E_NN
དང	S_NN
ཚད་	B_NN
ལྡན	E_NN
དུ	S_gl
གཏོང	S_NN
རྒྱུ	S_NN
འི	S_gz
སྐོར	S_NN
གྱི	S_gz
བརྡ་	B_NN
ཐོ	E_NN
》《	S_NN
གཏེར	S_NN
ལས་	B_NN
དབང	E_NN
ཆ	S_NN
ནང	S_NN
བཤུག	S_NN
གཏོང་	B_NN
བ	E_NN
འི	S_gz
ལམ་	B_NN
ལུགས	E_NN
སྒྱུར་	B_NN
བཅོས	E_NN
ཇུས་	B_NN
གཞི	E_NN
》	S_NN
《	S_NN
གཏེར་	B_NN
ཁ	E_NN
འི	S_gz
ཐོན་	B_NN
ཁུངས	E_NN
ཁེ་	B_NN
དབང	E_NN
གྲོན་	B_NN
དངུལ	E_NN
ལམ་	B_NN
ལུགས	E_NN
སྒྱུར་	B_NN
བཅོས	E_NN
ཇུས་	B_NN
གཞི	E_NN
》《	S_NN
གྲོང་	B_NN
ཁྱེར	E_NN
དང	S_NN
གྲོང་	B_NN
གསེབ	E_NN
ཀྱི	S_gz
སྤྱི་	B_NN
ཚོགས	E_NN
བཅོས་	B_NN
སྐྱོང	E_NN
ལ	S_gl
ཤུགས་	B_NN
སྣོན	E_NN
རྒྱག་	B_NN
པ	E_NN
དང	S_NN
འཐུས་	B_NN
སྒོ	E_NN
ཚང	S_NN
དུ	S_gl
གཏོང	S_NN
རྒྱུ	S_NN
འི	S_gz
སྐོར	S_NN
གྱི	S_gz
བསམ་	B_NN
འཆར	E_NN
》	S_NN
བཅས	S_NN
ལ	S_gl
གྲོས་	B_NN
ཞིབ	E_NN
བྱས	S_NN
ནས	S_gj
གྲོས་	B_NN
འཆམ	E_NN
བྱུང་	B_NN
བ	E_NN
རེད	S_NN
།	S_NN
ཚོགས་	B_NN
འདུ	E_NN
འི	S_gz
ཐོག	S_NN
ཀྲུང་	B_ns
གོ	E_ns
འི	S_gz
ཁྱད་	B_NN
ཆོས	E_NN
ཀྱི	S_gz
མཚན་	B_NN
ཉིད་	M_NN
རིག་	M_NN
པ	E_NN
འི	S_gz
སྤྱི་	B_NN
ཚོགས་	M_NN
ཚན་	M_NN
རིག	E_NN
སྐྲུན	S_NN
མགྱོགས	S_NN
སུ	S_gl
གཏོང་	B_NN
བ	E_NN
ར	S_gl
མར་	B_NN
ཁེ་	M_NN
སི་	M_NN
རིང་	M_NN
ལུགས	E_NN
ཀྱི	S_gz
མཛུབ་	B_NN
ཁྲིད	E_NN
གནས་	B_NN
བབ	E_NN
བརྟན་	B_NN
པོ	E_NN
བསྲུང	S_NN
ནས	S_gj
ཀྲུང་	B_ns
གོ	E_ns
ར	S_gl
གཞི	S_NN
ཚུགས	S_NN
ཏེ	S_NN
ཕྱི་	B_NN
རྒྱལ	E_NN
ལ	S_gl
དཔེ	S_NN
ལྟ་	B_NN
བ	E_NN
དང	S_NN
།	S_NN
ལོ་	B_NN
རྒྱུས	E_NN
སྔོག་	B_NN
འདོན	E_NN
བྱས	S_NN
ནས	S_gj
དེང་	B_NN
རབས	E_NN
དམ་	B_NN
པོ	E_NN
ར	S_gl
འཛིན་	B_NN
པ	E_NN
།	S_NN
མིའི་	B_NN
རིགས	E_NN
ལ	S_gl
དོ་	B_NN
ཁུར	E_NN
བྱས	S_NN
ནས	S_gj
འབྱུང་	B_NN
འགྱུར	E_NN
ལ	S_gl
ཁ་	B_NN
ཕྱོགས	E_NN
པ	S_NN
བཅས	S_NN
བྱས	S_NN
ཏེ	S_NN
།	S_NN
ཀྲུང་	B_ns
གོ	E_ns
འི	S_gz
ཁྱད་	B_NN
ཆོས	E_NN
དང	S_NN
།	S_NN
ཀྲུང་	B_ns
གོ	E_ns
འི	S_gz
ཉམས་	B_NN
འགྱུར	E_NN
།	S_NN
ཀྲུང་	B_ns
གོ	E_ns
འི	S_gz
སྤོབས་	B_NN
ཉམས	E_NN
བཅས	S_NN
ཀྱི	S_gz
རིག་	B_NN
ཚན	E_NN
མ་	B_NN
ལག	E_NN
དང	S_NN
།	S_NN
རིག་	B_NN
པ	E_NN
འི	S_gz
གཞུང་	B_NN
ལུགས	E_NN
ཀྱི	S_gz
མ་	B_NN
ལག	E_NN
སྐད་	B_NN
ཆ	E_NN
ཤོད	S_NN
དབང	S_NN
མ་	B_NN
ལག	E_NN
བཅས	S_NN
སྐྲུན	S_NN
དགོས་	B_NN
པ	E_NN
བསྟན་	B_NN
པ	E_NN
རེད	S_NN
།	S_NN
ཚོགས་	B_NN
འདུ	E_NN
འི	S_gz
ཐོག	S_NN
སྨན་	B_NN
རྫས	E_NN
ཐོན་	B_NN
སྐྱེད	E_NN
འཁོར་	B_NN
རྒྱུག	E_NN
བེད་	B_NN
སྤྱོད	E_NN
སྲིད་	B_NN
ཇུས	E_NN
སྒྱུར་	B_NN
བཅོས	E_NN
དང	S_NN
འཐུས་	B_NN
སྒོ	E_NN
ཚང	S_NN
དུ	S_gl
གཏོང་	B_NN
བ	E_NN
ར	S_gl
སྨན་	B_NN
རྫས	E_NN
ཁྲོམ་	B_NN
ར	E_NN
ར	S_gl
འདོན་	B_NN
པ	E_NN
འི	S_gz
ཞིབ་	B_NN
དཔྱད	E_NN
ཞིབ	S_NN
མཆན	S_NN
འགོད་	B_NN
པ	E_NN
འི	S_gz
ལམ་	B_NN
ལུགས	E_NN
ནན	S_NN
དུ	S_gl
བཏང	S_NN
སྟེ	S_NN
།	S_NN
སྨན་	B_NN
རྫས	E_NN
ཀྱི	S_gz
སྤུས་	B_NN
ཚད	E_NN
དང	S_NN
ཕན་	B_NN
ནུས	E_NN
གཅིག་	B_NN
མཚུངས	E_NN
གདེང་	B_NN
འཇོག	E_NN
ལ	S_gl
སྐུལ་	B_NN
འདེད	E_NN
མགྱོགས་	B_NN
པོ	E_NN
གཏོང་	B_NN
བ	E_NN
དང	S_NN
།	S_NN
སྨན་	B_NN
རྫས	E_NN
ཁྲོམ་	B_NN
ར	E_NN
ར	S_gl
འདོན	S_NN
ཆོག་	B_NN
པ	E_NN
འི	S_gz
ལག་	B_NN
ཁྱེར	E_NN
ཡོད	S_NN
མཁན	S_NN
གྱི	S_gz
ལམ་	B_NN
ལུགས	E_NN
ཚོད་	B_NN
ལྟ	E_NN
བྱ	S_NN
རྒྱུ	S_NN
ར	S_gl
གོ་	B_NN
རིམ་	M_NN
ལྡན་	M_NN
པ	E_NN
འི	S_gz
ངང	S_NN
སྐུལ་	B_NN
འདེད	E_NN
གཏོང་	B_NN
བ	E_NN
།	S_NN
སྨན་	B_NN
རྫས	E_NN
ཐོན་	B_NN
སྐྱེད	E_NN
སྤུས་	B_NN
ཚད	E_NN
བདེ་	B_NN
འཇགས	E_NN
ལྟ	S_NN
སྡོམ	S_NN
ལ	S_gl
ཤུགས་	B_NN
སྣོན	E_NN
རྒྱག་	B_NN
པ	E_NN
བཅས	S_NN
བྱེད	S_NN
དགོས་	B_NN
པ	E_NN
འི	S_gz
ནན་	B_NN
བཤད	E_NN
བྱས་	B_NN
པ	E_NN
རེད	S_NN
།	S_NN
ཚོགས་	B_NN
འདུ	E_NN
འི	S_gz
ཐོག	S_NN
སྲིད་	B_NN
འཛིན	E_NN
ཁྲིམས་	B_NN
འཛིན	E_NN
ནི	S_NN
སྲིད་	B_NN
གཞུང	E_NN
གིས	S_gx
བཅའ་	B_NN
ཁྲིམས	E_NN
ཁྲིམས་	B_NN
སྲོལ	E_NN
ལག་	B_NN
བསྟར	E_NN
དང	S_NN
།	S_NN
ཁྲིམས	S_NN
གཏན་	B_NN
འཁེལ་	M_NN
བ	E_NN
འི	S_gz
འགན་	B_NN
ནུས	E_NN
སྒྲུབ་	B_NN
པ	E_NN
།	S_NN
དཔལ་	B_NN
འབྱོར	E_NN
དང	S_NN
སྤྱི་	B_NN
ཚོགས	E_NN
ལས་	B_NN
དོན	E_NN
དོ་	B_NN
དམ	E_NN
བྱེད་	B_NN
པ	E_NN
བཅས	S_NN
ཀྱི	S_gz
བྱེད་	B_NN
ཐབས	E_NN
གཙོ་	B_NN
བོ	E_NN
ཞིག	S_NN
ཡིན་	B_NN
པ	E_NN
བསྟན་	B_NN
པ	E_NN
རེད	S_NN
།	S_NN
ཚོགས་	B_NN
འདུ	E_NN
འི	S_gz
ཐོག	S_NN
ཀྲུང་	B_NN
དབྱང	E_NN
ཁེ་	B_NN
ལས	E_NN
ཀྱི	S_gz
ལས་	B_NN
འཛིན	E_NN
ལྷན་	B_NN
ཚོགས	E_NN
ཀྱི	S_gz
འགན་	B_NN
དབང	E_NN
དོན་	B_NN
འཁྱོལ	E_NN
ལ	S_gl
ཚོད་	B_NN
ལྟ	E_NN
བྱེད་	B_NN
པ	E_NN
ར	S_gl
ཏང	S_NN
གི	S_gz
འགོ་	B_NN
ཁྲིད	E_NN
མཐའ་	B_NN
འཁྱོངས	E_NN
དང	S_NN
།	S_NN
ཁྲིམས	S_NN
ལྟར	S_NN
ཁེ་	B_NN
ལས	E_NN
བཅོས་	B_NN
སྐྱོང	E_NN
མཐའ་	B_NN
འཁྱོངས	E_NN
།	S_NN
དབང་	B_NN
ཆ	E_NN
དང	S_NN
འགན་	B_NN
འཁྲི	E_NN
འདྲ	S_NN
མཚུངས	S_NN
མཐའ་	B_NN
འཁྱོངས	E_NN
བཅས	S_NN
བྱེད་	B_NN
པ	E_NN
དང	S_NN
།	S_NN
ལས་	B_NN
འཛིན	E_NN
ལྷན་	B_NN
ཚོགས	E_NN
ཀྱིས	S_gx
ཁྲིམས	S_NN
ལྟར	S_NN
དུས་	B_NN
ཡུན	E_NN
འབྲིང	S_NN
རིང	S_NN
འཕེལ་	B_NN
རྒྱས	E_NN
གཏོང་	B_NN
བ	E_NN
འི	S_gz
ཐབས་	B_NN
ཇུས	E_NN
གཏན་	B_NN
འབེབས	E_NN
དབང་	B_NN
ཆ	E_NN
དང	S_NN
།	S_NN
ཅིང་	B_NN
ལི	E_NN
རིམ་	B_NN
པ	E_NN
འི	S_gz
ཁོངས་	B_NN
མི	E_NN
འདེམས་	B_NN
བསྐོ	E_NN
འི	S_gz
དབང་	B_NN
ཆ	E_NN
དང	S_NN
།	S_NN
ལས	S_gj
རྗེས	S_NN
དཔྱད་	B_NN
ཞིབ	E_NN
བྱེད	S_NN
དབང	S_NN
།	S_NN
གླ་	B_NN
ཕོགས	E_NN
དོ་	B_NN
དམ	E_NN
དབང་	B_NN
ཆ	E_NN
།	S_NN
དེ་	B_NN
བཞིན	E_NN
ལས	S_NN
བཟོ	S_NN
འི	S_gz
གླ་	B_NN
ཆ	E_NN
བགོ་	B_NN
འགྲེམས	E_NN
དོ་	B_NN
དམ	E_NN
དབང་	B_NN
ཆ	E_NN
སོགས	S_NN
དོན་	B_NN
འཁྱོལ	E_NN
དང	S_NN
སྲུང་	B_NN
སྐྱོང	E_NN
ཏན་	B_NN
ཏིག	E_NN
བྱས	S_NN
ནས	S_gj
རང	S_NN
འགན	S_NN
གཙང་	B_NN
སྒྲུབ	E_NN
དང	S_NN
།	S_NN
མཐུན་	B_NN
སྦྱོར	E_NN
འཁོར་	B_NN
རྒྱུག	E_NN
དོ་	B_NN
སྙོམས	E_NN
ཡོང་	B_NN
བ	E_NN
བཅས	S_NN
ཀྱི	S_gz
ཀུང་	B_NN
སི	E_NN
བཅོས་	B_NN
སྐྱོང	E_NN
ལམ་	B_NN
སྲོལ	E_NN
ཆགས	S_NN
རྒྱུ	S_NN
ར	S_gl
སྐུལ་	B_NN
འདེད	E_NN
གཏོང	S_NN
དགོས་	B_NN
པ	E_NN
འི	S_gz
ནན་	B_NN
བཤད	E_NN
བྱས་	B_NN
པ	E_NN
རེད	S_NN
།	S_NN
(	S_NN
ལྷ་	B_NN
དབང	E_NN
དང	S_NN
ལྷག་	B_NN
ཚེ	E_NN
ཡིས	S_gx
སྒྱུར	S_NN
ཞུས	S_NN
བྱས	S_NN
)	S_NN
རྒྱལ་	B_NN
ཡོངས་	M_NN
སྲིད་	M_NN
གྲོས	E_NN
ཀྱིས	S_gx
ལོ་	B_NN
གསར	E_NN
གྱི	S_gz
ཇ་	B_NN
སྟོན	E_NN
